links,dates,places,scores_exterieur,scores_domicile,domiciles,exterieurs,vainqueurs
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/reims-bordeaux-live/477531,2021-05-23 21:00:00,Reims,2,1,Reims,Bordeaux,exterieur
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/strasbourg-lorient-live/477534,2021-05-23 21:00:00,Strasbourg,1,1,Strasbourg,Lorient,ex-aequo
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/bordeaux-nantes-live/477156,2020-08-21 19:00:00,Bordeaux,0,0,Bordeaux,Nantes,ex-aequo
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/dijon-angers-live/477160,2020-08-22 17:00:00,Dijon,1,0,Dijon,Angers,exterieur
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/lille-rennes-live/477162,2020-08-22 21:00:00,Lille,1,1,Lille,Rennes,ex-aequo
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/monaco-reims-live/477164,2020-08-23 13:00:00,Monaco,2,2,Monaco,Reims,ex-aequo
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/lorient-strasbourg-live/477157,2020-08-23 15:00:00,Lorient,1,3,Lorient,Strasbourg,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/nimes-brest-live/477158,2020-08-23 15:00:00,Nîmes,0,4,Nîmes,Brest,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/nice-lens-live/477159,2020-08-23 17:00:00,Nice,1,2,Nice,Lens,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/montpellier-ol-live/477155,2020-09-15 21:00:00,Montpellier,1,2,Montpellier,Lyon,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/psg-metz-live/477163,2020-09-16 21:00:00,Paris,0,1,Paris-SG,Metz,domicile
https://www.lequipe.fr/Football/match-direct/ligue-1/2020-2021/om-asse-live/477161,2020-09-17 21:00:00,Marseille,2,0,Marseille,Saint-Étienne,exterieur
